id,comp_bx,comp_by,comp_bz,comp_bt,lon_gsm,lat_gsm,density,speed,temperature
"{'date': '2019-11-06', 'time': '01:54:00'}",-3.81,1.49,0.06,4.09,158.64,0.87,5.26,406.8,93775.0
"{'date': '2019-11-06', 'time': '01:55:00'}",-3.75,1.54,0.23,4.06,157.65,3.29,4.77,400.8,77987.0
"{'date': '2019-11-06', 'time': '01:56:00'}",-3.63,1.69,0.13,4.01,155.1,1.89,3.29,388.8,49595.0
"{'date': '2019-11-06', 'time': '01:57:00'}",-3.51,1.98,-0.25,4.04,150.55,-3.59,3.61,393.8,61841.0
"{'date': '2019-11-06', 'time': '01:58:00'}",-2.83,2.52,-1.34,4.02,138.41,-19.43,4.07,399.3,76331.0
"{'date': '2019-11-06', 'time': '01:59:00'}",-2.77,2.58,-1.27,3.99,137.06,-18.61,4.18,398.0,65090.0
"{'date': '2019-11-06', 'time': '02:00:00'}",-2.83,2.62,-1.06,4.0,137.2,-15.44,4.86,400.9,67980.0
"{'date': '2019-11-06', 'time': '02:01:00'}",-3.29,2.41,-0.86,4.16,143.77,-11.97,5.12,402.5,72830.0
"{'date': '2019-11-06', 'time': '02:02:00'}",-3.46,2.34,-0.71,4.23,145.89,-9.62,4.34,397.9,58786.0
"{'date': '2019-11-06', 'time': '02:03:00'}",-3.58,2.19,-0.63,4.24,148.61,-8.49,4.22,398.2,58868.0
"{'date': '2019-11-06', 'time': '02:04:00'}",-3.53,2.25,-0.54,4.22,147.56,-7.32,4.84,400.7,66817.0
"{'date': '2019-11-06', 'time': '02:05:00'}",-3.58,2.09,-0.38,4.17,149.74,-5.19,4.55,402.0,67391.0
"{'date': '2019-11-06', 'time': '02:06:00'}",-3.71,1.84,-0.18,4.14,153.65,-2.49,2.84,381.6,25741.0
"{'date': '2019-11-06', 'time': '02:07:00'}",-3.6,1.98,-0.43,4.13,151.26,-6.02,2.9,382.5,28232.0
"{'date': '2019-11-06', 'time': '02:08:00'}",-3.61,2.01,-0.48,4.16,150.85,-6.69,4.59,406.9,100449.0
"{'date': '2019-11-06', 'time': '02:09:00'}",-3.62,2.07,-0.44,4.19,150.25,-6.07,4.26,396.8,58373.0
"{'date': '2019-11-06', 'time': '02:10:00'}",-3.59,2.01,-0.34,4.13,150.77,-4.72,4.27,399.5,65463.0
"{'date': '2019-11-06', 'time': '02:11:00'}",-3.67,1.84,-0.34,4.12,153.39,-4.76,4.55,399.5,69523.0
"{'date': '2019-11-06', 'time': '02:12:00'}",-3.69,1.73,-0.29,4.08,154.89,-4.14,4.5,400.1,77868.0
"{'date': '2019-11-06', 'time': '02:13:00'}",-3.85,1.47,-0.12,4.12,159.1,-1.66,4.42,399.2,73219.0
"{'date': '2019-11-06', 'time': '02:14:00'}",-3.9,1.17,0.16,4.08,163.29,2.24,4.75,403.5,88709.0
"{'date': '2019-11-06', 'time': '02:15:00'}",-3.44,2.14,-0.26,4.06,148.15,-3.61,4.99,402.9,87870.0
"{'date': '2019-11-06', 'time': '02:16:00'}",-3.79,1.51,-0.13,4.08,158.34,-1.86,3.89,390.0,52688.0
"{'date': '2019-11-06', 'time': '02:17:00'}",-3.95,1.26,0.28,4.16,162.25,3.8,3.64,388.0,44827.0
"{'date': '2019-11-06', 'time': '02:18:00'}",-3.83,1.39,-0.06,4.07,160.0,-0.81,4.94,402.0,78092.0
"{'date': '2019-11-06', 'time': '02:19:00'}",-3.92,1.25,-0.01,4.11,162.35,-0.13,4.47,400.2,75210.0
"{'date': '2019-11-06', 'time': '02:20:00'}",-3.78,1.26,0.73,4.05,161.49,10.39,3.35,389.5,53299.0
"{'date': '2019-11-06', 'time': '02:21:00'}",-3.83,1.34,0.33,4.07,160.72,4.71,5.56,409.0,114942.0
"{'date': '2019-11-06', 'time': '02:22:00'}",-3.81,1.39,0.03,4.06,160.0,0.41,4.76,399.2,68539.0
"{'date': '2019-11-06', 'time': '02:23:00'}",-3.79,1.43,0.05,4.05,159.3,0.73,3.17,386.1,44773.0
"{'date': '2019-11-06', 'time': '02:24:00'}",-3.78,1.27,0.03,3.99,161.49,0.46,5.02,403.0,92998.0
"{'date': '2019-11-06', 'time': '02:25:00'}",-3.84,1.34,-0.17,4.07,160.68,-2.4,4.75,400.5,78564.0
"{'date': '2019-11-06', 'time': '02:26:00'}",-3.87,1.44,0.05,4.13,159.53,0.68,3.71,390.7,54341.0
"{'date': '2019-11-06', 'time': '02:27:00'}",-3.9,1.43,0.03,4.16,159.85,0.37,5.03,402.6,86066.0
"{'date': '2019-11-06', 'time': '02:28:00'}",-3.84,1.51,-0.03,4.12,158.47,-0.46,5.17,401.0,78878.0
"{'date': '2019-11-06', 'time': '02:29:00'}",-3.81,1.57,-0.06,4.12,157.63,-0.87,4.57,397.6,70430.0
"{'date': '2019-11-06', 'time': '02:30:00'}",-3.87,1.46,-0.04,4.14,159.36,-0.52,5.1,400.5,78374.0
"{'date': '2019-11-06', 'time': '02:31:00'}",-3.82,1.43,-0.23,4.08,159.45,-3.23,4.66,398.5,72279.0
"{'date': '2019-11-06', 'time': '02:32:00'}",-3.8,1.39,0.01,4.05,159.89,0.19,4.1,394.6,58600.0
"{'date': '2019-11-06', 'time': '02:33:00'}",-3.85,1.38,0.03,4.09,160.2,0.48,4.36,395.2,57228.0
"{'date': '2019-11-06', 'time': '02:34:00'}",-3.79,1.57,-0.23,4.11,157.45,-3.26,4.74,397.3,63171.0
"{'date': '2019-11-06', 'time': '02:35:00'}",-3.85,1.39,0.04,4.1,160.12,0.63,5.02,398.6,66422.0
"{'date': '2019-11-06', 'time': '02:36:00'}",-3.84,1.19,0.5,4.05,162.79,7.08,4.69,397.5,64435.0
"{'date': '2019-11-06', 'time': '02:37:00'}",-3.88,1.28,0.34,4.1,161.73,4.75,4.24,392.0,54425.0
"{'date': '2019-11-06', 'time': '02:38:00'}",-3.86,1.25,0.29,4.07,162.07,4.09,4.28,393.3,57244.0
"{'date': '2019-11-06', 'time': '02:39:00'}",-3.91,1.18,0.61,4.13,163.27,8.51,3.53,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '02:40:00'}",-3.61,1.24,1.16,3.99,161.01,16.93,3.53,383.4,30957.0
"{'date': '2019-11-06', 'time': '02:41:00'}",-3.73,1.32,0.84,4.04,160.54,11.93,5.62,406.3,100653.0
"{'date': '2019-11-06', 'time': '02:42:00'}",-3.81,1.35,0.37,4.06,160.42,5.25,5.53,401.1,76830.0
"{'date': '2019-11-06', 'time': '02:43:00'}",-3.77,1.44,0.06,4.04,159.06,0.83,3.08,386.1,46662.0
"{'date': '2019-11-06', 'time': '02:44:00'}",-3.84,1.28,-0.09,4.05,161.57,-1.21,5.04,395.8,67745.0
"{'date': '2019-11-06', 'time': '02:45:00'}",-3.87,1.15,-0.22,4.04,163.46,-3.18,4.75,395.3,66799.0
"{'date': '2019-11-06', 'time': '02:46:00'}",-3.45,1.43,-0.82,3.82,157.46,-12.34,3.72,385.7,43312.0
"{'date': '2019-11-06', 'time': '02:47:00'}",-2.3,1.84,-2.45,3.84,141.39,-39.74,4.59,395.3,73892.0
"{'date': '2019-11-06', 'time': '02:48:00'}",-1.78,1.83,-2.74,3.74,134.26,-47.07,4.85,402.6,79250.0
"{'date': '2019-11-06', 'time': '02:49:00'}",-1.74,2.02,-2.66,3.77,130.78,-44.92,4.37,398.7,52381.0
"{'date': '2019-11-06', 'time': '02:50:00'}",-1.75,2.1,-2.38,3.63,129.9,-41.06,5.33,402.4,66064.0
"{'date': '2019-11-06', 'time': '02:51:00'}",-2.43,2.05,-1.73,3.62,139.79,-28.6,6.55,408.9,88552.0
"{'date': '2019-11-06', 'time': '02:52:00'}",-2.48,2.06,-1.58,3.59,140.33,-26.17,5.48,399.1,71146.0
"{'date': '2019-11-06', 'time': '02:53:00'}",-2.1,2.28,-1.65,3.51,132.66,-27.96,2.55,379.4,30994.0
"{'date': '2019-11-06', 'time': '02:54:00'}",-2.22,2.27,-1.78,3.64,134.42,-29.34,5.0,396.1,60182.0
"{'date': '2019-11-06', 'time': '02:55:00'}",-2.78,2.02,-1.52,3.76,144.03,-23.92,5.65,403.8,70873.0
"{'date': '2019-11-06', 'time': '02:56:00'}",-1.86,2.67,-1.52,3.59,124.96,-24.98,2.35,380.1,34787.0
"{'date': '2019-11-06', 'time': '02:57:00'}",-1.05,1.44,-3.11,3.58,125.95,-60.18,5.39,407.7,81564.0
"{'date': '2019-11-06', 'time': '02:58:00'}",-2.18,1.8,-2.24,3.61,140.48,-38.39,6.01,410.1,70824.0
"{'date': '2019-11-06', 'time': '02:59:00'}",-2.01,1.81,-1.97,3.35,138.02,-36.06,3.97,397.6,45442.0
"{'date': '2019-11-06', 'time': '03:00:00'}",-3.02,1.53,-0.72,3.46,153.2,-12.06,4.87,406.4,62561.0
"{'date': '2019-11-06', 'time': '03:01:00'}",-3.87,1.42,0.32,4.14,159.82,4.37,5.46,396.7,72204.0
"{'date': '2019-11-06', 'time': '03:02:00'}",-3.96,1.47,0.42,4.25,159.62,5.74,5.29,389.9,71175.0
"{'date': '2019-11-06', 'time': '03:03:00'}",-3.99,1.3,0.67,4.24,161.92,9.03,4.99,387.5,60107.0
"{'date': '2019-11-06', 'time': '03:04:00'}",-4.0,1.15,0.94,4.26,163.97,12.77,4.63,386.8,54672.0
"{'date': '2019-11-06', 'time': '03:05:00'}",-4.02,0.91,1.28,4.31,167.22,17.24,4.46,388.6,57190.0
"{'date': '2019-11-06', 'time': '03:06:00'}",-4.09,1.0,1.28,4.4,166.23,16.91,4.57,391.2,62799.0
"{'date': '2019-11-06', 'time': '03:07:00'}",-4.11,1.04,1.26,4.43,165.86,16.59,4.46,390.9,64512.0
"{'date': '2019-11-06', 'time': '03:08:00'}",-4.15,1.03,1.28,4.47,166.08,16.61,4.2,387.3,53556.0
"{'date': '2019-11-06', 'time': '03:09:00'}",-4.1,1.19,1.29,4.46,163.87,16.83,4.39,390.9,67871.0
"{'date': '2019-11-06', 'time': '03:10:00'}",-4.08,1.17,1.31,4.45,163.96,17.11,4.39,388.9,57693.0
"{'date': '2019-11-06', 'time': '03:11:00'}",-3.98,1.35,1.22,4.38,161.26,16.2,3.97,387.3,56870.0
"{'date': '2019-11-06', 'time': '03:12:00'}",-3.98,1.26,1.34,4.38,162.4,17.83,999999999.0,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '03:13:00'}",-4.01,1.32,1.57,4.51,161.77,20.34,2.84,379.0,30665.0
"{'date': '2019-11-06', 'time': '03:14:00'}",-3.95,1.3,1.66,4.48,161.84,21.74,4.16,397.5,78854.0
"{'date': '2019-11-06', 'time': '03:15:00'}",-3.97,1.31,1.58,4.47,161.77,20.64,4.76,398.2,78493.0
"{'date': '2019-11-06', 'time': '03:16:00'}",-4.03,1.26,1.55,4.5,162.63,20.17,3.03,385.9,46463.0
"{'date': '2019-11-06', 'time': '03:17:00'}",-3.96,1.06,1.75,4.46,165.04,23.11,4.1,392.9,66440.0
"{'date': '2019-11-06', 'time': '03:18:00'}",-3.91,1.15,1.77,4.45,163.57,23.5,4.29,396.6,73114.0
"{'date': '2019-11-06', 'time': '03:19:00'}",-3.97,1.16,1.76,4.49,163.72,23.04,3.35,387.3,47480.0
"{'date': '2019-11-06', 'time': '03:20:00'}",-4.01,1.08,1.76,4.51,164.99,23.0,3.79,391.6,66037.0
"{'date': '2019-11-06', 'time': '03:21:00'}",-3.89,1.05,1.82,4.42,164.96,24.33,4.33,398.7,83987.0
"{'date': '2019-11-06', 'time': '03:22:00'}",-3.87,1.05,1.83,4.41,164.78,24.53,3.31,389.8,52533.0
"{'date': '2019-11-06', 'time': '03:23:00'}",-3.88,1.04,1.8,4.4,164.99,24.09,3.28,389.3,56734.0
"{'date': '2019-11-06', 'time': '03:24:00'}",-3.74,1.2,2.02,4.41,162.24,27.18,4.78,400.2,90623.0
"{'date': '2019-11-06', 'time': '03:25:00'}",-3.78,1.16,2.0,4.43,162.95,26.82,3.42,392.5,57194.0
"{'date': '2019-11-06', 'time': '03:26:00'}",-3.81,1.13,1.99,4.45,163.47,26.63,3.86,391.8,56593.0
"{'date': '2019-11-06', 'time': '03:27:00'}",-3.87,1.04,1.96,4.47,164.91,26.07,4.32,398.0,81125.0
"{'date': '2019-11-06', 'time': '03:28:00'}",-3.71,1.31,1.92,4.38,160.5,26.07,3.96,392.6,62087.0
"{'date': '2019-11-06', 'time': '03:29:00'}",-3.77,1.38,1.89,4.44,159.93,25.24,2.67,386.2,45074.0
"{'date': '2019-11-06', 'time': '03:30:00'}",-3.86,0.95,2.05,4.47,166.14,27.31,4.12,393.0,59873.0
"{'date': '2019-11-06', 'time': '03:31:00'}",-3.71,0.88,2.25,4.43,166.6,30.61,3.8,394.5,65478.0
"{'date': '2019-11-06', 'time': '03:32:00'}",-3.69,1.0,2.19,4.41,164.88,29.83,3.91,393.6,60774.0
"{'date': '2019-11-06', 'time': '03:33:00'}",-3.65,0.93,2.29,4.41,165.7,31.32,3.44,392.0,53078.0
"{'date': '2019-11-06', 'time': '03:34:00'}",-3.6,0.75,2.43,4.4,168.29,33.47,3.55,393.8,57631.0
"{'date': '2019-11-06', 'time': '03:35:00'}",-3.53,0.71,2.5,4.39,168.58,34.78,3.68,396.1,62697.0
"{'date': '2019-11-06', 'time': '03:36:00'}",-3.35,0.76,2.59,4.3,167.27,37.05,3.38,394.0,55679.0
"{'date': '2019-11-06', 'time': '03:37:00'}",-3.53,1.07,2.27,4.33,163.09,31.61,3.21,392.2,51894.0
"{'date': '2019-11-06', 'time': '03:38:00'}",-3.72,1.67,1.65,4.4,155.88,22.02,3.2,392.6,54553.0
"{'date': '2019-11-06', 'time': '03:39:00'}",-3.38,2.62,0.33,4.29,142.15,4.38,3.41,389.8,50710.0
"{'date': '2019-11-06', 'time': '03:40:00'}",-3.21,2.77,0.06,4.23,139.23,0.83,4.72,389.3,57360.0
"{'date': '2019-11-06', 'time': '03:41:00'}",-3.42,2.41,0.35,4.2,144.85,4.84,5.7,395.9,72247.0
"{'date': '2019-11-06', 'time': '03:42:00'}",-3.55,1.89,1.11,4.17,152.04,15.37,4.01,388.5,52451.0
"{'date': '2019-11-06', 'time': '03:43:00'}",-3.63,1.55,1.4,4.19,156.93,19.53,2.39,377.3,23346.0
"{'date': '2019-11-06', 'time': '03:44:00'}",-3.72,1.39,1.45,4.22,159.45,20.05,4.5,397.0,84047.0
"{'date': '2019-11-06', 'time': '03:45:00'}",-3.67,1.68,1.43,4.28,155.42,19.53,4.5,999999999.0,999999999.0
"{'date': '2019-11-06', 'time': '03:46:00'}",-3.54,1.57,1.44,4.13,156.1,20.43,3.99,391.1,53727.0
"{'date': '2019-11-06', 'time': '03:47:00'}",-3.54,1.1,1.54,4.02,162.81,22.55,4.11,398.8,78139.0
"{'date': '2019-11-06', 'time': '03:48:00'}",-3.49,1.0,1.67,4.0,163.98,24.64,4.66,400.3,77698.0
"{'date': '2019-11-06', 'time': '03:49:00'}",-3.46,0.92,1.75,3.98,165.04,26.02,3.27,384.5,38748.0
"{'date': '2019-11-06', 'time': '03:50:00'}",-3.44,1.0,1.73,3.98,163.86,25.71,3.94,395.3,72065.0
"{'date': '2019-11-06', 'time': '03:51:00'}",-3.7,0.84,1.86,4.23,167.2,26.16,4.13,401.4,77643.0
"{'date': '2019-11-06', 'time': '03:52:00'}",-3.66,0.91,1.85,4.2,166.01,26.11,3.33,390.5,42069.0
"{'date': '2019-11-06', 'time': '03:53:00'}",-3.64,0.99,1.8,4.18,164.81,25.57,3.73,394.5,54828.0
"{'date': '2019-11-06', 'time': '03:54:00'}",-3.64,1.3,1.69,4.22,160.39,23.67,4.44,405.4,81373.0
"{'date': '2019-11-06', 'time': '03:55:00'}",-3.56,1.28,1.79,4.18,160.25,25.31,3.59,395.3,51452.0
"{'date': '2019-11-06', 'time': '03:56:00'}",-3.38,1.39,1.84,4.09,157.67,26.68,3.15,392.7,44222.0
"{'date': '2019-11-06', 'time': '03:57:00'}",-3.39,1.42,1.8,4.09,157.31,26.04,4.38,401.3,65632.0
"{'date': '2019-11-06', 'time': '03:58:00'}",-3.4,1.62,1.71,4.14,154.49,24.41,3.33,394.6,48283.0
"{'date': '2019-11-06', 'time': '03:59:00'}",-3.39,1.78,1.65,4.17,152.37,23.28,2.46,384.4,27003.0
"{'date': '2019-11-06', 'time': '04:00:00'}",-3.27,1.92,1.63,4.13,149.6,23.24,4.31,404.1,77581.0
"{'date': '2019-11-06', 'time': '04:01:00'}",-3.35,1.86,1.62,4.16,150.98,22.97,4.46,402.1,72647.0
"{'date': '2019-11-06', 'time': '04:02:00'}",-3.26,2.15,1.54,4.2,146.57,21.54,3.65,396.1,54375.0
"{'date': '2019-11-06', 'time': '04:03:00'}",-3.32,2.21,1.51,4.27,146.33,20.67,4.4,400.9,67643.0
"{'date': '2019-11-06', 'time': '04:04:00'}",-3.33,2.01,1.55,4.19,148.91,21.75,3.92,397.6,60934.0
"{'date': '2019-11-06', 'time': '04:05:00'}",-3.28,1.91,1.57,4.1,149.79,22.44,3.61,393.4,45999.0
"{'date': '2019-11-06', 'time': '04:06:00'}",-3.25,1.94,1.56,4.09,149.09,22.43,3.46,393.8,43242.0
"{'date': '2019-11-06', 'time': '04:07:00'}",-3.21,1.9,1.56,4.05,149.36,22.71,3.96,395.5,52490.0
"{'date': '2019-11-06', 'time': '04:08:00'}",-3.32,1.94,1.34,4.07,149.64,19.19,3.97,394.4,52309.0
"{'date': '2019-11-06', 'time': '04:09:00'}",-3.37,1.96,1.34,4.12,149.76,18.96,3.89,394.0,50008.0
"{'date': '2019-11-06', 'time': '04:10:00'}",-3.38,1.96,1.33,4.12,149.85,18.74,4.21,396.0,55418.0
"{'date': '2019-11-06', 'time': '04:11:00'}",-3.28,2.05,1.41,4.12,148.09,20.03,3.88,395.0,51021.0
"{'date': '2019-11-06', 'time': '04:12:00'}",-3.41,2.11,1.28,4.21,148.25,17.63,3.33,389.4,37243.0
"{'date': '2019-11-06', 'time': '04:13:00'}",-3.52,2.14,1.08,4.26,148.69,14.73,2.71,383.4,32226.0
"{'date': '2019-11-06', 'time': '04:14:00'}",-3.47,2.24,1.01,4.25,147.12,13.71,4.07,390.8,45627.0
"{'date': '2019-11-06', 'time': '04:15:00'}",-3.35,2.35,0.93,4.2,145.0,12.84,3.92,393.3,53109.0
"{'date': '2019-11-06', 'time': '04:16:00'}",-3.39,2.43,0.97,4.28,144.38,13.08,1.98,376.7,16195.0
"{'date': '2019-11-06', 'time': '04:17:00'}",-3.38,2.4,0.91,4.25,144.63,12.31,4.98,402.2,85796.0
"{'date': '2019-11-06', 'time': '04:18:00'}",-3.39,2.19,1.07,4.18,147.2,14.88,5.08,403.1,88196.0
"{'date': '2019-11-06', 'time': '04:19:00'}",-3.47,2.08,1.11,4.19,149.03,15.32,2.82,380.4,20664.0
"{'date': '2019-11-06', 'time': '04:20:00'}",-3.32,1.72,1.46,4.01,152.52,21.36,4.41,400.9,79160.0
"{'date': '2019-11-06', 'time': '04:21:00'}",-2.96,2.44,-0.06,3.83,140.45,-0.91,4.42,397.3,69921.0
"{'date': '2019-11-06', 'time': '04:22:00'}",-2.87,2.63,-0.58,3.94,137.46,-8.49,3.74,391.5,58197.0
"{'date': '2019-11-06', 'time': '04:23:00'}",-3.25,1.87,0.71,3.82,150.16,10.72,4.2,395.9,83439.0
"{'date': '2019-11-06', 'time': '04:24:00'}",-3.4,1.78,0.43,3.86,152.36,6.4,4.53,398.5,88774.0
"{'date': '2019-11-06', 'time': '04:25:00'}",-3.27,1.79,0.51,3.76,151.31,7.82,3.7,390.5,56085.0
"{'date': '2019-11-06', 'time': '04:26:00'}",-3.22,1.93,0.55,3.8,149.03,8.34,3.63,391.0,61046.0
"{'date': '2019-11-06', 'time': '04:27:00'}",-3.15,1.75,0.66,3.66,150.96,10.38,4.7,402.6,99009.0
"{'date': '2019-11-06', 'time': '04:28:00'}",-2.2,1.2,0.49,2.56,151.4,11.01,4.17,391.2,65691.0
"{'date': '2019-11-06', 'time': '04:29:00'}",-2.2,1.25,0.58,2.6,150.36,12.91,3.68,382.7,55208.0
"{'date': '2019-11-06', 'time': '04:30:00'}",-2.09,1.15,-0.08,2.39,151.28,-1.91,3.79,385.9,60474.0
"{'date': '2019-11-06', 'time': '04:31:00'}",-2.72,1.41,-0.26,3.07,152.66,-4.83,3.49,383.7,54837.0
"{'date': '2019-11-06', 'time': '04:32:00'}",-2.86,1.53,-0.28,3.26,151.93,-5.0,3.01,380.6,39749.0
"{'date': '2019-11-06', 'time': '04:33:00'}",-2.74,1.82,-0.22,3.3,146.49,-3.87,4.03,394.7,92222.0
"{'date': '2019-11-06', 'time': '04:34:00'}",-2.63,1.96,-0.33,3.3,143.34,-5.81,3.89,387.9,60752.0
"{'date': '2019-11-06', 'time': '04:35:00'}",-2.49,1.66,-0.41,3.02,146.32,-7.84,4.03,393.7,81992.0
"{'date': '2019-11-06', 'time': '04:36:00'}",-2.16,1.77,-0.99,2.96,140.7,-19.56,3.86,388.4,63679.0
"{'date': '2019-11-06', 'time': '04:37:00'}",-1.82,1.69,-1.16,2.74,137.23,-25.1,3.58,383.9,50808.0
"{'date': '2019-11-06', 'time': '04:38:00'}",-1.81,1.68,-1.29,2.78,137.13,-27.64,3.62,383.1,46824.0
"{'date': '2019-11-06', 'time': '04:39:00'}",-1.75,1.41,-1.1,2.5,141.0,-26.06,3.52,382.1,45730.0
"{'date': '2019-11-06', 'time': '04:40:00'}",-1.89,1.58,-1.4,2.83,140.09,-29.53,3.68,383.6,50982.0
"{'date': '2019-11-06', 'time': '04:41:00'}",-2.21,1.72,-1.34,3.1,141.98,-25.57,3.61,383.8,53397.0
"{'date': '2019-11-06', 'time': '04:42:00'}",-2.76,1.87,0.22,3.34,145.91,3.81,2.67,377.3,41295.0
"{'date': '2019-11-06', 'time': '04:43:00'}",-3.01,2.05,0.25,3.65,145.69,3.92,2.67,379.2,47366.0
"{'date': '2019-11-06', 'time': '04:44:00'}",-2.94,2.22,-0.52,3.72,142.84,-8.11,4.53,397.2,87998.0
"{'date': '2019-11-06', 'time': '04:45:00'}",-2.63,2.36,-0.99,3.67,138.08,-15.65,4.17,392.2,65392.0
"{'date': '2019-11-06', 'time': '04:46:00'}",-2.8,2.35,-0.72,3.73,139.97,-11.17,3.34,389.2,59149.0
"{'date': '2019-11-06', 'time': '04:47:00'}",-2.86,2.34,-0.75,3.77,140.72,-11.43,3.81,394.6,65046.0
"{'date': '2019-11-06', 'time': '04:48:00'}",-2.84,2.04,-0.3,3.51,144.3,-4.9,4.05,399.9,95367.0
"{'date': '2019-11-06', 'time': '04:49:00'}",-2.94,2.09,-0.33,3.62,144.56,-5.28,2.83,381.5,38487.0
"{'date': '2019-11-06', 'time': '04:50:00'}",-3.01,1.11,2.28,3.93,159.77,35.35,3.63,394.3,64353.0
"{'date': '2019-11-06', 'time': '04:51:00'}",-3.16,1.15,2.02,3.92,160.04,30.97,3.72,395.8,67445.0
"{'date': '2019-11-06', 'time': '04:52:00'}",-3.25,1.4,1.86,4.0,156.72,27.81,2.86,384.9,27414.0
"{'date': '2019-11-06', 'time': '04:53:00'}",-3.35,1.35,1.78,4.02,158.04,26.17,3.74,406.7,86518.0
"{'date': '2019-11-06', 'time': '04:54:00'}",-3.27,1.45,1.8,4.01,156.11,26.72,3.67,406.5,81046.0
"{'date': '2019-11-06', 'time': '04:55:00'}",-3.32,1.74,1.52,4.04,152.34,22.08,2.65,391.4,43158.0
"{'date': '2019-11-06', 'time': '04:56:00'}",-3.4,2.08,1.09,4.13,148.47,15.28,3.01,396.1,58805.0
"{'date': '2019-11-06', 'time': '04:57:00'}",-3.26,2.08,1.13,4.03,147.4,16.33,4.01,408.9,90130.0
"{'date': '2019-11-06', 'time': '04:58:00'}",-2.95,2.55,0.81,3.98,139.13,11.68,3.65,403.0,72615.0
"{'date': '2019-11-06', 'time': '04:59:00'}",-2.85,2.62,0.57,3.91,137.46,8.41,3.15,394.4,50085.0
"{'date': '2019-11-06', 'time': '05:00:00'}",-3.07,1.25,1.86,3.8,157.8,29.22,3.87,402.4,72893.0
"{'date': '2019-11-06', 'time': '05:01:00'}",-2.9,0.56,2.36,3.78,169.0,38.69,3.79,402.4,76382.0
"{'date': '2019-11-06', 'time': '05:02:00'}",-2.93,0.36,2.48,3.86,173.05,40.05,2.73,393.7,46530.0
"{'date': '2019-11-06', 'time': '05:03:00'}",-3.16,0.92,2.14,3.93,163.7,33.02,3.52,402.0,62375.0
"{'date': '2019-11-06', 'time': '05:04:00'}",-3.13,1.08,2.17,3.96,160.91,33.3,3.0,398.2,56856.0
"{'date': '2019-11-06', 'time': '05:05:00'}",-3.02,0.99,2.19,3.86,161.79,34.53,3.52,400.6,64248.0
"{'date': '2019-11-06', 'time': '05:06:00'}",-3.01,0.86,2.14,3.79,163.95,34.42,3.44,401.7,69981.0
"{'date': '2019-11-06', 'time': '05:07:00'}",-3.06,0.73,2.25,3.87,166.66,35.53,3.19,398.0,54751.0
"{'date': '2019-11-06', 'time': '05:08:00'}",-3.0,0.5,2.15,3.73,170.63,35.25,3.42,401.3,62619.0
"{'date': '2019-11-06', 'time': '05:09:00'}",-2.96,0.34,2.17,3.69,173.36,36.1,3.63,401.7,66781.0
"{'date': '2019-11-06', 'time': '05:10:00'}",-3.19,0.36,2.2,3.89,173.63,34.44,3.42,400.4,62185.0
"{'date': '2019-11-06', 'time': '05:11:00'}",-3.15,0.47,2.18,3.86,171.46,34.47,3.48,400.7,63881.0
"{'date': '2019-11-06', 'time': '05:12:00'}",-3.16,0.78,2.12,3.88,166.18,33.11,3.01,396.7,54840.0
"{'date': '2019-11-06', 'time': '05:13:00'}",-3.18,1.03,1.99,3.9,162.12,30.79,2.94,396.0,52232.0
"{'date': '2019-11-06', 'time': '05:14:00'}",-3.2,1.12,2.03,3.95,160.77,30.9,3.62,400.8,63561.0
"{'date': '2019-11-06', 'time': '05:15:00'}",-3.2,1.27,1.96,3.96,158.4,29.71,3.5,399.6,57492.0
"{'date': '2019-11-06', 'time': '05:16:00'}",-3.18,1.51,1.67,3.89,154.54,25.41,3.48,398.4,53732.0
"{'date': '2019-11-06', 'time': '05:17:00'}",-3.19,1.11,1.8,3.83,160.79,28.0,3.61,401.4,66562.0
"{'date': '2019-11-06', 'time': '05:18:00'}",-3.08,1.39,1.91,3.88,155.71,29.55,3.68,398.4,64757.0
"{'date': '2019-11-06', 'time': '05:19:00'}",-3.27,1.42,1.84,4.01,156.47,27.25,2.43,388.2,32048.0
"{'date': '2019-11-06', 'time': '05:20:00'}",-3.13,1.5,1.58,3.81,154.43,24.46,4.11,409.5,88749.0
"{'date': '2019-11-06', 'time': '05:21:00'}",-3.03,1.88,1.27,3.78,148.22,19.57,3.35,401.2,71133.0
"{'date': '2019-11-06', 'time': '05:22:00'}",-3.06,1.82,1.2,3.76,149.33,18.66,2.96,386.4,34925.0
"{'date': '2019-11-06', 'time': '05:23:00'}",-3.22,1.62,0.84,3.7,153.28,13.1,4.08,407.2,102935.0
"{'date': '2019-11-06', 'time': '05:24:00'}",-3.21,1.68,0.86,3.73,152.33,13.38,4.31,411.7,117328.0
"{'date': '2019-11-06', 'time': '05:25:00'}",-2.93,2.42,0.94,3.92,140.43,13.82,3.06,386.2,30562.0
"{'date': '2019-11-06', 'time': '05:26:00'}",-3.05,2.43,0.83,3.98,141.4,12.0,3.37,401.1,67763.0
"{'date': '2019-11-06', 'time': '05:27:00'}",-3.12,2.43,0.7,4.02,142.18,10.06,3.96,408.7,87563.0
"{'date': '2019-11-06', 'time': '05:28:00'}",-3.11,2.41,0.56,3.97,142.28,8.13,3.64,399.4,67279.0
